Skills,"As a user, I'd like to be able to select custom fields of type Date Picker in the Two Dimensional Filter Statistics gadget, X and Y axis.         Currently this is not available.",As a user I would like to have the ability to start a thread on a Jira that is being worked on by several several users so as to avoid lengthy comment strings that are not relevant to all users.,As a user I want to click column names to sort them because it's a familiar paradigm to me and so I don't have to type in the query bar to sort the field.,"As a JIRA Administrators, I'd like to be able to set the timeout for the rapid boards. Sometimes users are in remote locations where it's excepted that the load times will be very high.",As a new developer I want to restore a dump to my local machine so I can set up a new development environment.,"As a Jira administrator, I would like to customize the image that is displayed when we select the Unassigned/Automatic option for user fields.         !abc.png!","As a developer, I'd like to add a mongodb source using an xml and a property file supporting mixing in of parameters so that I can use this module to ingest data from Mongo.","As a developer, I need a Python SDK, so I develop application with NodeJS to interact with blockchain.",As a theme designer I want a fast change test iterate loop in order to dev things quickly,"As a user of Maven and REST, I would like the ability to create and update a group repository via the API.","As an administrator, I want to be able to determine app login by granting this as a global permission for certain groups and/or users.",As a Product Owner   I would like a hotkey for the Backlog Search in Agile Plan mode  So that I can search for stories with less switching between a keyboard and mouse.,"As a user, I want to be able to configure the default expression language for my project so that I can use Weave as my expression language.","As an admin, I'd like GH Rapid Boards (Scrum and Kanban) to support multiple workflows in the board's columns configuration mapping",As a Compass user I would like to export and import my favorite list so that other users may access the same hosts without having to type anything,As a developer I want to copy data from production or staging to my local development environment so I can debug an application issue.,"As an application developer, I want documentation for upgrade flows","As a user, I'd like to have the option to write into _Kafka_ sink so that I can publish mass data into Kafka broker.",As a developer I want to copy a document to clipboard as json so I can share the document with other members on my team and/or compare it with the output from my application.,As a developer I want to debug my Alloy projects using the Studio debugger,"As a Jira Software Administrator, I would like to be able to create and use a schema for Issue Detail View in Agile boards.    It would facilitate the standardization of board configuration.","As a customer, I would like to have the possibility of configuring the calendar on the Log Work Screen. As an example, hide week number information.","As an admin , I would like to have the ability to remove the tab Discover option from the Switch to tab. Please refer attachment. We do not want to see More atlassian products under this Discover tab.","As a user of REST, I would like the capability to administrate my Raw repositories.  This ticket implements PUT and POST endpoints.",As a user I would like an action to be able to delete a specific worklog (from a specifc author at a specific date) in Automation for JIRA.     Today I can only add a worklog.
Blockchain security,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Budgeting,0.0,0.01,0.04,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Build Automation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CSS,0.01,0.01,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.5,0.06,0.0,0.0
Cassandra,0.07,0.0,0.12,0.01,0.09,0.0,0.0,0.0,0.01,0.0,0.08,0.01,0.04,0.0,0.0,0.24,0.92,0.0,0.0,0.0,0.0,0.02,0.04,0.01,0.0
Cloud Architecture,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Cloud Native Application Development,0.0,0.01,0.0,0.0,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.06,0.13,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
CoAP,0.01,0.01,0.31,0.0,0.14,0.82,0.0,0.06,0.05,0.01,0.94,0.93,0.01,0.0,0.01,0.24,0.9,0.04,0.19,0.08,0.19,0.04,0.47,0.01,0.01
Computer Vision,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Continuous Integration/Continuous Deployment,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.22,0.0,0.29,0.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cross Browser Compatibility,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.17,0.01,0.11,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Cryptocurrency development,0.0,0.04,0.0,0.0,0.5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Cryptography,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Data Engineering,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Data Manipulation,0.04,0.01,0.0,0.0,0.33,0.0,0.96,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.99,0.0,0.63,0.08,0.0,0.0,0.02,0.0,0.0,0.0
Data Manipulation and Cleaning,0.0,0.01,0.0,0.0,0.42,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.03,0.05,0.0,0.57,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Data Mining,0.0,0.01,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Data Modeling,0.01,0.0,0.0,0.0,0.01,0.0,0.34,0.0,0.0,0.0,0.0,0.0,0.18,0.0,0.0,0.01,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0
Data Visualization,0.17,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Data Warehousing,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.26,0.0,0.0,0.0,0.0,0.0,0.38,0.0
DevOps,0.0,0.09,0.0,0.0,0.22,0.0,0.0,0.0,0.29,0.0,0.0,0.0,0.05,0.0,0.0,0.98,0.04,0.0,0.02,0.0,0.0,0.0,0.0,0.01,0.0
Disaster Recovery Planning,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Django,0.1,0.0,0.04,0.0,0.74,0.0,0.01,0.01,0.01,0.0,0.27,0.0,0.12,0.0,0.0,0.82,0.94,0.0,0.21,0.0,0.0,0.05,0.03,0.07,0.01
Docker,0.0,0.0,0.0,0.0,0.64,0.0,0.0,0.0,0.0,0.0,0.56,0.0,0.01,0.0,0.0,0.72,0.06,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
ETL,0.01,0.04,0.02,0.0,0.02,0.09,0.0,0.0,0.26,0.0,0.03,0.0,0.01,0.0,0.0,0.41,0.99,0.01,0.0,0.0,0.0,0.01,0.04,0.0,0.0
Embedded Systems,0.0,0.01,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Ethical Hacking,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Firewall Configuration,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
Flask,0.03,0.0,0.06,0.0,0.81,0.0,0.1,0.1,0.12,0.01,0.81,0.0,0.28,0.0,0.0,0.95,0.97,0.01,0.75,0.0,0.0,0.16,0.06,0.39,0.0
Flutter,0.0,0.01,0.02,0.53,0.12,0.02,0.0,0.01,0.47,0.0,0.37,0.0,0.0,0.0,0.0,0.33,0.68,0.01,0.02,0.0,0.0,0.0,0.01,0.01,0.0
GCP,0.02,0.01,0.24,0.0,0.19,0.02,0.0,0.01,0.26,0.75,0.93,0.08,0.01,0.0,0.98,0.1,0.63,0.01,0.02,0.0,0.0,0.03,0.06,0.01,0.0
Git,0.0,0.0,0.01,0.0,0.59,0.0,0.0,0.0,0.0,0.01,0.04,0.0,0.01,0.0,0.0,0.4,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0
GraphQL,0.01,0.01,0.17,0.0,0.11,0.0,0.0,0.01,0.01,0.0,0.18,0.0,0.02,0.0,0.01,0.12,0.85,0.01,0.0,0.0,0.0,0.06,0.02,0.0,0.01
HTML,0.03,0.02,0.05,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.06,0.0,0.16,0.0,0.01,0.01,0.0,0.0,0.0,0.46,0.91,0.0,0.0
Hadoop,0.0,0.01,0.0,0.0,0.78,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Hardware/Software Integration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.0,0.01,0.0,0.0
IT Support,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Incident Response,0.0,0.01,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44
Integration Testing and System Testing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Intrusion Detection,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
IoT,0.01,0.04,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09,0.0,0.0
JUnit,0.01,0.0,0.0,0.0,0.07,0.0,0.0,0.0,0.15,0.0,0.06,0.0,0.01,0.0,0.0,0.11,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Java,0.09,0.67,0.03,0.12,0.77,0.02,0.02,0.0,0.0,0.0,0.62,0.0,0.01,0.0,0.0,0.75,0.97,0.02,0.01,0.01,0.1,0.21,0.03,0.02,0.84
JavaScript,0.21,0.05,0.12,0.02,0.95,0.01,0.01,1.0,0.1,0.0,0.74,0.07,0.21,0.01,0.07,0.98,0.86,0.05,0.0,0.01,0.01,0.89,0.95,0.08,0.09
Kanban,0.0,0.0,0.17,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.11,0.0,0.0,1.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.04,0.02,0.0,0.0
Kotlin,0.07,0.0,0.02,0.0,0.84,0.0,0.01,0.0,0.01,0.0,0.16,0.02,0.0,0.0,0.0,0.76,0.29,0.0,0.03,0.0,0.0,0.12,0.01,0.0,0.0
Kubernetes,0.0,0.0,0.0,0.0,0.04,0.0,0.0,0.0,0.01,0.0,0.08,0.0,0.01,0.0,0.0,0.02,0.28,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
MQTT,0.01,0.01,0.82,0.0,0.05,0.0,0.0,0.01,0.06,0.0,0.59,0.0,0.01,0.0,0.02,0.23,0.82,0.03,0.0,0.01,0.0,0.02,0.08,0.0,0.0
Machine Learning,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Malware Analysis,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Manual Testing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Matplotlib,0.26,0.03,0.3,0.0,0.42,0.02,0.01,0.02,0.01,0.01,0.62,0.06,0.08,0.01,0.0,0.23,0.58,0.02,0.08,0.01,0.0,0.1,0.22,0.02,0.01
Memory Management and Performance Profiling,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Microsoft SQL Server,0.02,0.0,0.02,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.71,0.0,0.0,0.0,0.0,0.0,0.04,0.0,0.0
MongoDB,0.04,0.0,0.24,0.0,0.88,0.0,1.0,0.0,0.0,0.0,0.1,0.09,0.01,0.0,0.0,0.72,0.88,0.0,0.01,0.0,0.0,0.01,0.04,0.01,0.0
MySQL,0.15,0.0,0.79,0.0,0.39,0.0,0.09,0.0,0.0,0.0,0.16,0.01,0.03,0.0,0.0,0.25,0.98,0.0,0.0,0.0,0.0,0.02,0.02,0.0,0.0
Natural Language Processing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.0,0.0,0.0,0.0,0.0,0.53,0.0,0.0,0.0,0.0,0.0,0.0
Network Monitoring,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Network Security,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
NoSQL,0.0,0.0,0.38,0.0,0.98,0.0,0.94,0.0,0.0,0.01,0.01,0.22,0.01,0.0,0.01,0.23,0.05,0.03,0.0,0.0,0.0,0.07,0.02,0.07,0.02
Node.js,0.9,0.36,0.81,0.38,0.98,0.01,0.99,1.0,0.4,0.04,0.98,0.82,0.7,0.01,0.25,1.0,0.98,0.75,0.96,0.04,0.04,0.94,0.28,0.78,0.25
Oracle,0.02,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.01,0.05,0.0,0.0
Pandas,0.03,0.0,0.03,0.01,0.43,0.0,0.0,0.01,0.03,0.0,0.61,0.01,0.01,0.0,0.01,0.14,0.89,0.0,0.01,0.0,0.0,0.01,0.06,0.0,0.0
Penetration Testing,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Performance Testing,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PostgreSQL,0.02,0.0,0.35,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.01,0.0,0.0,0.02,0.85,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
Project Planning,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
PyTorch,0.0,0.0,0.0,0.0,0.54,0.0,0.0,0.17,0.0,0.0,0.39,0.0,0.01,0.0,0.0,0.69,0.39,0.0,0.01,0.0,0.0,0.0,0.03,0.0,0.0
Quality Assurance,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
RDBMS,0.03,0.0,0.42,0.0,0.03,0.0,0.84,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.63,0.0,0.0,0.0,0.0,0.0,0.12,0.0,0.0
REST,0.02,0.03,0.06,0.0,0.1,0.0,0.01,0.01,0.0,1.0,0.66,0.0,0.37,0.0,1.0,0.2,0.98,0.66,0.07,0.0,0.0,0.38,0.04,1.0,0.02
RESTful Architecture,0.0,0.01,0.2,0.0,0.02,0.0,0.01,0.0,0.0,0.97,0.04,0.0,0.14,0.0,0.82,0.01,0.73,0.17,0.0,0.0,0.0,0.52,0.01,1.0,0.0
React,0.1,0.0,0.39,0.0,0.49,0.0,0.0,0.0,0.02,0.0,0.5,0.0,0.04,0.0,0.0,0.79,0.86,0.01,0.01,0.0,0.0,0.58,0.01,0.01,0.01
React Native,0.03,0.0,0.07,0.0,0.15,0.0,0.0,0.0,0.0,0.0,0.27,0.01,0.02,0.0,0.0,0.28,0.25,0.0,0.0,0.0,0.0,0.56,0.01,0.0,0.0
Real-Time Systems,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
Responsive Design,0.01,0.02,0.9,0.0,0.0,0.12,0.0,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.37,0.06,0.0,0.0
Responsive Web Design,0.0,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Risk Management,0.0,0.01,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Routing and Switching,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.08,0.0,0.0,0.01,0.0,0.57,0.0,0.01,0.33,0.0,0.0,0.02,0.0,0.0,0.46,0.02,0.0
SQL,0.01,0.0,0.86,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.02,0.02,0.0,0.08,0.79,0.0,0.0,0.0,0.0,0.01,0.02,0.0,0.0
SVN,0.04,0.0,0.06,0.0,0.05,0.0,0.0,0.0,0.01,0.01,0.09,0.0,0.0,0.0,0.12,0.02,0.05,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0
Scala,0.06,0.01,0.04,0.0,0.88,0.0,0.03,0.0,0.02,0.0,0.14,0.0,0.04,0.0,0.0,0.61,0.49,0.01,0.0,0.0,0.0,0.15,0.04,0.02,0.0
Scalability and Performance Optimization,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Scrum,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.16,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.17,0.0,0.0,0.0,0.0
Security Auditing,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Security Best Practices,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Selenium,0.01,0.0,0.0,0.0,0.47,0.0,0.0,0.0,0.26,0.0,0.18,0.01,0.01,0.0,0.0,0.63,0.02,0.0,0.01,0.0,0.0,0.0,0.07,0.0,0.0
Sensor Integration,0.0,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.01,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.0,0.01,0.0,0.0
Server Administration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66,0.01,0.0
Sketch,0.01,0.0,0.01,0.0,0.01,0.0,0.0,0.0,0.01,0.0,0.37,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.0
Smart contracts,0.0,0.04,0.0,0.0,0.07,0.0,0.0,0.99,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Software Design Patterns,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Spark,0.03,0.0,0.01,0.0,0.29,0.0,0.0,0.0,0.01,0.0,0.31,0.0,0.0,0.0,0.0,0.09,0.5,0.0,0.0,0.0,0.0,0.03,0.06,0.0,0.0
System Administration,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.22,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0
System Architecture Design,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
TCP/IP,0.0,0.0,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.02,0.0,0.01,0.0,0.94,0.0,0.09,0.0,0.0,0.0,0.0,0.0,0.01,0.0,0.0
Technical Documentation,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0
TensorFlow,0.06,0.0,0.0,0.0,0.4,0.0,0.0,0.0,0.0,0.0,0.39,0.0,0.01,0.0,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.03,0.0,0.0
Test-Driven Development (TDD),0.0,0.0,0.0,0.0,0.37,0.0,0.0,0.0,0.56,0.0,0.0,0.0,0.0,0.0,0.0,0.28,0.06,0.0,0.01,0.02,0.0,0.0,0.0,0.0,0.0
Troubleshooting,0.0,0.01,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.9,0.0,0.0,0.0,0.0,0.0
